# date,log_return
1995-01-04,0.00700419215235
1995-01-05,0.00259366604612
1995-01-06,-0.0083001586701
1995-01-09,-0.00539941444006
1995-01-10,0.00193111043196
1995-01-11,-0.0005605172903
1995-01-12,-0.0111868042225
1995-01-13,-0.00931015765953
1995-01-16,0.00157592433006
1995-01-17,-0.00322629331872
1995-01-18,0.00250034938394
1995-01-19,0.0131430384323
1995-01-20,0.00741209656236
1995-01-23,0.00744962479104
1995-01-24,0.00559466102584
1995-01-25,-0.00821754257162
1995-01-26,-6.14301742845e-05
1995-01-27,-0.00723303991494
1995-01-30,-0.00528223698863
1995-01-31,0.003852264699
1995-02-01,0.000701185422707
1995-02-02,0.00224488974953
1995-02-03,-0.0109087586343
1995-02-06,-0.000418375231396
1995-02-07,-0.0107472241068
1995-02-08,-0.00181034080927
1995-02-09,-0.00126269955985
1995-02-10,0.00650283292443
1995-02-13,-0.00182361767227
1995-02-14,0.00654618616755
1995-02-15,-0.00617259374083
1995-02-16,0.00151145575658
1995-02-17,-0.000370700086718
1995-02-21,0.0131612494436
1995-02-22,-0.000662133620915
1995-02-23,0.00295174155613
1995-02-24,0.00241450088159
1995-02-27,-0.00271017981318
1995-02-28,0.00537644276095
1995-03-01,-0.0073875204003
1995-03-02,0.00325027907113
1995-03-03,0.00509563362318
1995-03-06,-0.00245288974782
1995-03-07,-0.00185200394086
1995-03-08,-0.00651738640325
1995-03-09,-0.00146947013787
1995-03-10,-0.0121366756298
1995-03-13,0.00598814023448
1995-03-14,-0.00546043218543
1995-03-15,0.011567275364
1995-03-16,-0.00452023115577
1995-03-17,-0.0175913994614
1995-03-20,-0.0166730166669
1995-03-21,0.00823008722815
1995-03-22,0.00238381547917
1995-03-23,-0.00757256098877
1995-03-24,0.0106590314981
1995-03-27,0.00891396772381
1995-03-28,0.00319477234244
1995-03-29,-0.00706444065854
1995-03-30,0.00567580585475
1995-03-31,0.00905944784885
1995-04-03,-0.0018415381343
1995-04-04,-0.00194875506073
1995-04-05,0.0120247839302
1995-04-06,-0.00379468159128
1995-04-07,-0.00466463757932
1995-04-10,-0.00558524285366
1995-04-11,-0.00503053191364
1995-04-12,0.00881380492588
1995-04-13,0.00691594361633
1995-04-17,0.0152440897211
1995-04-18,-0.0102157287333
1995-04-19,-0.0160707773492
1995-04-20,0.0135888221619
1995-04-21,-0.00652436959476
1995-04-24,-0.000938377721188
1995-04-25,0.000326273282472
1995-04-26,0.0086818561695
1995-04-27,0.00353671607259
1995-04-28,0.002516724184
1995-05-01,0.000468053800968
1995-05-02,0.0012682605016
1995-05-03,0.00106024733238
1995-05-04,0.00807524056928
1995-05-05,0.00573248923367
1995-05-08,-0.00712303651416
1995-05-09,-0.0207914481922
1995-05-10,0.00169084391488
1995-05-11,-0.00520842051014
1995-05-12,0.0101014799318
1995-05-15,-0.0102241896234
1995-05-16,-0.00393809291409
1995-05-17,0.00628590147177
1995-05-18,-0.00735906252698
1995-05-19,-0.00371877551354
1995-05-22,-0.00492735924745
1995-05-23,0.00163090801871
1995-05-24,0.00078840701846
1995-05-25,0.00974563083121
1995-05-26,-0.00486233442801
1995-05-30,-0.00213842102909
1995-05-31,-0.00391346098018
1995-06-01,0.00141629991762
1995-06-02,-0.00729003328795
1995-06-05,0.00391665352131
1995-06-06,-0.003156302045
1995-06-07,0.0033316525044
1995-06-08,0.00857716807256
1995-06-09,-0.00686504109851
1995-06-12,-0.0016438851834
1995-06-13,-0.000316310626005
1995-06-14,0.00678130200799
1995-06-15,0.000741442597006
1995-06-16,0.00185026220719
1995-06-19,-0.00158939338847
1995-06-20,0.00116858388485
1995-06-21,0.00533533915301
1995-06-22,-0.00602518347263
1995-06-23,0.00404650461124
1995-06-26,-0.00691162220067
1995-06-27,-0.00717950470616
1995-06-28,0.00197120821523
1995-06-29,0.00373701697611
1995-06-30,-0.00294943681761
1995-07-03,0.00177833831594
1995-07-05,0.00517756863863
1995-07-06,0.00531630012433
1995-07-07,0.0113504633056
1995-07-10,0.00837280285052
1995-07-11,0.00210953395878
1995-07-12,0.00195833278845
1995-07-13,0.00751960201334
1995-07-14,0.00114761762698
1995-07-17,0.00873645432578
1995-07-18,-0.00494078917639
1995-07-19,-0.00517401653146
1995-07-20,0.0059103927822
1995-07-21,0.00392042996777
1995-07-24,0.00355384061366
1995-07-25,-0.003517717757
1995-07-26,0.00217748240868
1995-07-27,-0.00161501488622
1995-07-28,-0.00111392379503
1995-07-31,-0.00036801704552
1995-08-01,0.00888729543168
1995-08-02,0.0136348321721
1995-08-03,-0.00194514425702
1995-08-04,0.00751210454564
1995-08-07,-0.00563152371224
1995-08-08,0.0005010316563
1995-08-09,-0.00215454193304
1995-08-10,-0.00396395043775
1995-08-11,-0.0067804146062
1995-08-14,-0.0039452714123
1995-08-15,-0.00968147649397
1995-08-16,-0.00476649385407
1995-08-17,0.000559226440864
1995-08-18,0.00613843662303
1995-08-21,-0.00319928314378
1995-08-22,9.58379579901e-05
1995-08-23,0.00352621652815
1995-08-24,0.00718424092108
1995-08-25,0.0154070537558
1995-08-28,0.00854624573122
1995-08-29,0.00657594879988
1995-08-30,0.00679949271857
1995-08-31,-0.00442371980258
1995-09-01,0.00165965699989
1995-09-05,0.00353872487457
1995-09-06,0.0025188661662
1995-09-07,-0.00454140859121
1995-09-08,0.0039478654451
1995-09-11,-0.000484845310148
1995-09-12,0.0111742896085
1995-09-13,-0.00861233421604
1995-09-14,-0.0125916903532
1995-09-15,0.0101140516592
1995-09-18,-0.00266950528988
1995-09-19,0.0112431279147
1995-09-20,0.00236467515796
1995-09-21,0.0137038672148
1995-09-22,-0.00755686221853
1995-09-25,0.00750652158961
1995-09-26,-0.00351920031136
1995-09-27,0.000819327664364
1995-09-28,0.00169275813107
1995-09-29,0.0103012280488
1995-10-02,0.0139837474425
